title,description,year,type,rate_start,votes,status,followers,episodes,genders,url_anime,image
Shokugeki no Souma OVA,Episodios incluídos en los tomos 18 y 19 del manga de Shokugeki no Souma.,2016,OVA,4.6,501,Finalizado,5108,4,"Ecchi,Escolares,Shounen,",https://www3.animeflv.net/anime/shokugeki-no-souma-ova,https://www3.animeflv.net/uploads/animes/covers/2468.jpg
Owari no Seraph: Kyuuketsuki Shahar,"El episodio narra una historia original con personajes originales, y gira en torno a una misión que tiene lugar después de la batalla decisiva en Nagoya. El anime está protagonizado por un misterioso vampiro llamado Shahal y una niña llamada Riko. Shahal rapta a Riko y, a pesar de que su propósito es desconocido, se niega a beber de su sangre.
De repente, Shahal recibe la visita de los vampiros nobles Ferid y Crowley. Mientras tanto, Guren confía al escuadrón de Shinoa la tarea de rescatar a Riko y devolverla a su familia.",2016,OVA,4.7,422,Finalizado,5096,1,"Acción,Drama,Shounen,Sobrenatural,Vampiros,",https://www3.animeflv.net/anime/owari-no-seraph-kyuuketsuki-shahar,https://www3.animeflv.net/uploads/animes/covers/2469.jpg
Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai,,2016,Película,4.4,953,Finalizado,7992,1,"Escolares,Romance,",https://www3.animeflv.net/anime/zutto-mae-kara-suki-deshita-kokuhaku-jikkou-Iinkai,https://www3.animeflv.net/uploads/animes/covers/2575.jpg
Big Order (TV),,2016,Anime,4.2,592,Finalizado,7289,10,"Acción,Shounen,Superpoderes,",https://www3.animeflv.net/anime/big-order-tv,https://www3.animeflv.net/uploads/animes/covers/2462.jpg
Magi: Sinbad no Bouken (TV),La historia tiene lugar 30 años antes de los acontecimientos de Magi. En esta era nos centraremos en el viaje que tiene que realizar Sinbad para convertirse en rey.,2016,Anime,4.7,522,Finalizado,5093,12,"Acción,Aventuras,Fantasía,Magia,Shounen,",https://www3.animeflv.net/anime/magi-sinbad-no-bouken-tv,https://www3.animeflv.net/uploads/animes/covers/2461.jpg
Usakame,Spin-off de Tekyuu.,2016,Anime,3.8,21,Finalizado,124,12,"Comedia,Deportes,Shounen,",https://www3.animeflv.net/anime/usakame,https://www3.animeflv.net/uploads/animes/covers/2460.jpg
Wagamama High Spec,"La visual novel está protagonizada por Koki Narumi, un estudiante de instituto que además dibuja un manga en una revista semanal. Como el manga que dibuja es una comedia romántica con mucho erotismo, mantiene en secreto que es dibujante de manga, y solo su hermana menor Toa y su mejor amigo Mihiro saben a qué se dedica.
Un día, mientras la presidenta del consejo de estudiantes Kaoruko Rokuonji busca nuevos chicos que se unan al consejo, descubre que Koki es el autor del manga. Así Koki tendrá que unirse al consejo a cambio de que la presidenta no revele su consejo. Sin embargo, Ashe R. Sakuragi, la vicepresidenta, se opone a que Koki entre al consejo, y poco a poco se comienzan a acumular las peticiones y problemas de los estudiantes.",2016,Anime,4.2,66,Finalizado,787,12,"Comedia,Escolares,",https://www3.animeflv.net/anime/wagamama-high-spec,https://www3.animeflv.net/uploads/animes/covers/2459.jpg
Sansha Sanyou,"Esta comedia cuenta el día a día de tres estudiantes bien diferentes, pero que comparten el kanji hoja en su nombre. Futaba Odagiri es increíblemente enérgica, pero también es una glotona. Teru Hayama parece un ángel, no obstante, es una demoníaca presidenta de la clase. Finalmente, la tercera protagonista es Yoko Nishikawa, una hija de una familia adinerada caida en desgracia.",2016,Anime,4.7,121,Finalizado,608,12,"Comedia,Escolares,Recuentos de la vida,",https://www3.animeflv.net/anime/sansha-sanyou,https://www3.animeflv.net/uploads/animes/covers/2456.jpg
Haifuri,,2016,Anime,4.7,324,Finalizado,1074,12,"Acción,Escolares,Militar,",https://www3.animeflv.net/anime/haifuri,https://www3.animeflv.net/uploads/animes/covers/2455.jpg
Flying Witch,"La historia cómica está protagonizada por Makoto Kowata, una bruja de 15 años, y el resto de chicos y chicas de su vida diaria. Junto a su gato negro Chito, la chica se muda de Yokohama a Aomori para vivir con un primo en la zona norte de Japón.",2016,Anime,4.7,387,Finalizado,2080,12,"Comedia,Magia,Recuentos de la vida,Shounen,Sobrenatural,",https://www3.animeflv.net/anime/flying-witch,https://www3.animeflv.net/uploads/animes/covers/2457.jpg
Concrete Revolutio: Choujin Gensou - The Last Song,Segunda temporada de Concrete Revolutio.,2016,Anime,4.5,76,Finalizado,525,11,"Acción,Ciencia Ficción,Demonios,Drama,Fantasía,Misterio,Sobrenatural,Superpoderes,",https://www3.animeflv.net/anime/concrete-revolutio-choujin-gensou-the-last-song,https://www3.animeflv.net/uploads/animes/covers/2428.jpg
Kiznaiver,,2016,Anime,4.6,1160,Finalizado,10309,12,"Ciencia Ficción,Drama,",https://www3.animeflv.net/anime/kiznaiver,https://www3.animeflv.net/uploads/animes/covers/2454.jpg
Kyoukai no Rinne (TV) 2nd Season,,2016,Anime,4.6,154,Finalizado,1116,25,"Comedia,Escolares,Romance,Shounen,Sobrenatural,",https://www3.animeflv.net/anime/kyoukai-no-rinne-tv-2,https://www3.animeflv.net/uploads/animes/covers/2452.jpg
Tanaka-kun wa Itsumo Kedaruge,,2016,Anime,4.7,880,Finalizado,7531,12,"Comedia,Escolares,Recuentos de la vida,",https://www3.animeflv.net/anime/tanaka-kun-wa-itsumo-kedaruge,https://www3.animeflv.net/uploads/animes/covers/2453.jpg
Sakamoto desu ga?,"La historia está protagonizada por el estudiante más molón de todo instituto existente: Sakamoto. Cuando llega a un nuevo instituto llama la atención no solo entre sus compañeros, sino entre todo el cuerpo estudiantil, con lo que el resto de celosos estudiantes intentarán dejarle mal constantemente, aunque con sus frustrados intentos solo conseguirán que Sakamoto parezca más molón todavía.",2016,Anime,4.7,1064,Finalizado,11812,13,"Comedia,Escolares,Seinen,",https://www3.animeflv.net/anime/sakamoto-desu-ga,https://www3.animeflv.net/uploads/animes/covers/2451.jpg
Koutetsujou no Kabaneri,"La historia de acción y supervivencia de estilo steampunk tiene lugar en una isla, en un país llamado Hinomoto, donde los humanos se esconden en fortalezas llamadas estaciones para protegerse de la amenaza de seres con corazón de acero y aspecto de zombie llamados Kabane. Solo las locomotoras blindadas conocidas como Hayajiro viajan entre estaciones.d",2016,Anime,4.6,1645,Finalizado,15238,12,"Acción,Drama,Fantasía,Terror,",https://www3.animeflv.net/anime/koutetsujou-no-kabaneri,https://www3.animeflv.net/uploads/animes/covers/2442.jpg
Shounen Maid,"Hihiro Komiya es un enérgico estudiante de colegio que vive con su madre. A él se le dan muy bien las tares del hogar, y el lema de su madre es, Sin trabajo, no hay comida. Tras el repentino fallecimiento de su madre, un hombre que dice ser su tío, Madoka Taketori, le invita a vivir con él. Chihiro le rechaza en un principio, pero cuando ve el desastre que tiene por casa, comienza a limpiarla. Entonces, Madoka le ofrece un trato: si va a vivir con él, a cambio el joven se encargará de la limpieza. Chihiro acepta el trato, pero, de repente, se ve vestido como una maid.",2016,Anime,4.6,246,Finalizado,1946,12,"Comedia,Recuentos de la vida,Shoujo,",https://www3.animeflv.net/anime/shounen-maid,https://www3.animeflv.net/uploads/animes/covers/2450.jpg
Anne Happy♪,"La historia está protagonizada por la clase 1-7 de la Academia Tennogofune, donde se reúnen todos los estudiantes con “mal karma” o mala suerte. Hibari, que estudia en esta clase, conoce a la desafortunada Hanako y a la siempre enferma Botan en su primer día de clase, y juntas intentarán convertir su vida escolar en una vida feliz.",2016,Anime,4.7,219,Finalizado,1252,12,"Comedia,Escolares,Recuentos de la vida,",https://www3.animeflv.net/anime/anne-happyo,https://www3.animeflv.net/uploads/animes/covers/2448.jpg
Onigiri,,2016,Anime,4.3,45,Finalizado,619,13,"Comedia,Fantasía,Sobrenatural,",https://www3.animeflv.net/anime/onigiri,https://www3.animeflv.net/uploads/animes/covers/2445.jpg
Bungou Stray Dogs,"La historia está protagonizada por una liga de figuras literarias con poderes sobrenaturales, como Ryunosuke Akutagawa, que en la vida real escribió varias novelas y en el manga tiene el poder de transformar su capa en una especie de monstruo. Él y sus compañeros escritores se dedicarán a resolver misterios como parte de la “Agencia Armada de Detectives”. Otros autores japoneses que aparecen en la obra son Rampo Edogawa, Kenji Miyazawa, Osamu Dazai, Atsushi Nakajima, Akiko Yoshino, Yukito Ayatsuji(Another),Natsuhiko Kyogoku (Loups-Garous), Agatha Christie o Dan Brown.",2016,Anime,4.7,2100,Finalizado,32729,12,"Acción,Comedia,Misterio,Seinen,Sobrenatural,",https://www3.animeflv.net/anime/bungou-stray-dogs,https://www3.animeflv.net/uploads/animes/covers/2446.jpg
Phantom of the Kill: Zero kara no Hangyaku,"Este filme es parte de una gran campaña publicitaria llamada “Project Zero”, que también incluirá próximamente una experiencia de realidad virtual, una novela ligera el 26 de diciembre escrita por Takaaki Kaima e ilustrada por Mai.E, una figura de un personaje para este verano, un álbum con la banda sonora para el 24 de diciembre, y un libro de arte.",2016,Película,4.2,116,Finalizado,1094,1,"Acción,Aventuras,Fantasía,",https://www3.animeflv.net/anime/phantom-of-the-kill-zero-kara-no-hangyaku,https://www3.animeflv.net/uploads/animes/covers/2618.jpg
Kuromukuro,"La historia de la serie se desarrolla en una institución de investigación robótica situada cerca de la famosa Represa de Kurobe de la Prefectura de Toyama en verano de 2016. Durante la construcción original de la presa se descubrió un antiguo artefacto, con lo que se creó el Instituto de Investigación de Kurobe de las Naciones Unidas para su estudio. Intelectuales de todo el mundo se reunieron en el lugar para estudiar el objeto, y los hijos de esos intelectuales dan clases en un instituto especial en el Monte Tate, incluyendo la hija del director del instituto. La historia dará comienzo cuando cierto samurái solitario despierte de nuevo.",2016,Anime,4.6,349,Finalizado,1976,26,"Acción,Ciencia Ficción,Mecha,",https://www3.animeflv.net/anime/kuromukuro,https://www3.animeflv.net/uploads/animes/covers/2447.jpg
Netoge no Yome wa Onnanoko ja Nai to Omotta?,"Hideki Nishimura es un joven que se confesó a quien creía que era una chica en Internet, pero resultó ser un chico. Este hecho le marcó y lo guarda como un angustioso recuerdo que no cuenta a nadie por lo que juró no creer nunca más a nadie en Internet. Sin embargo, un día una joven de Internet se le confiesa a él, y resulta ser una hermosa muchacha llamada Ako Tamaki. Ako no sabe distinguir la realidad del mundo online, es bastante solitaria y tiene graves problemas de comunicación. Así pues, Hideki y sus amigos de la guild trabajarán juntos para ayudarla.",2016,Anime,4.5,1467,Finalizado,18481,12,"Comedia,Ecchi,Escolares,Juegos,Romance,",https://www3.animeflv.net/anime/netoge-no-yome-wa-onnanoko-ja-nai-to-omotta,https://www3.animeflv.net/uploads/animes/covers/2449.jpg
Sousei no Onmyouji,"Rokuro procede de una familia de exorcistas, aunque preferiría ser futbolista, cantante o cualquier otra cosa antes que exorcista. Sin embargo la llegada de una chica llamada Benio despierta su espíritu competitivo y decide aprovechar su potencial como exorcista. Al final, al trabajar juntos se ganan el título de “Exorcistas de las Estrellas Gemelas”, y estarán destinados a casarse para tener un hijo que será el guerrero espiritual definitivo.",2016,Anime,4.7,2586,Finalizado,20249,50,"Acción,Fantasía,Shounen,Sobrenatural,",https://www3.animeflv.net/anime/sousei-no-onmyouji,https://www3.animeflv.net/uploads/animes/covers/2441.jpg
Super Lovers,"La historia de Super Lovers está protagonizada por un chico de instituto llamado Haru y su madre, que viven en el extranjero. Su madre le ordena que cuide y “civilice” a su hermano adoptivo Ren, un joven salvaje al que no le gusta hablar con las personas. Aunque su relación al inicio no es precisamente un camino de rosas, al ir madurando comienzan a comprenderse el uno al otro.",2016,Anime,4.5,961,Finalizado,8621,10,"Comedia,Drama,Recuentos de la vida,Romance,Yaoi,",https://www3.animeflv.net/anime/super-lovers,https://www3.animeflv.net/uploads/animes/covers/2444.jpg
Bishoujo Yuugi Unit Crane Game Girls,,2016,Anime,2.6,38,Finalizado,64,13,"Comedia,Espacial,Juegos,",https://www3.animeflv.net/anime/bishoujo-yuugi-unit-crane-game-girls,https://www3.animeflv.net/uploads/animes/covers/2443.jpg
Hakuouki: Otogisoushi,,2016,Anime,4.1,45,Proximamente,403,0,"Fantasía,Historico,Josei,Samurai,",https://www3.animeflv.net/anime/hakuouki-otogisoushi,https://www3.animeflv.net/uploads/animes/covers/2439.jpg
Seisen Cerberus: Ryuukoku no Fatalite,"La historia se desarrolla en un continente regido por la magia y la espada llamado Kunaan en el que el equilibrio de poder entre el Reino Sagrado de Amoria, el Reino de Ishilfen, y el Reino de Vanrodis supone una paz tan frágil e inestable que la más mínima tragedia en alguno de los reinos podría desatar la guerra total en el continente. Otra cuarta fuerza, el dragón maligno Daganzord, reside también en el continente, aunque nadie tiene poder suficiente para detenerle y evitar que siga haciendo arder la tierra allá por donde pasa. Dos personas, Bairo y Kismitete, llevaron a cabo un ritual junto a un grupo de magos para sellar a Daganzord, pero sus intentos se vieron frustrados. Este evento se conoce como la Tragedia de Balbagoa. Hiiro, hijo de Bairo y Kismitete, sobrevive gracias a Giruu, y Hiiro jura vengar la muerte de sus padres, con lo que se dedica a entrenar con la espada. Cuando cumple 16 años, parte en un viaje para asesinar al dragón acompañado por Giruu, quien se opone. Por el camino conocerán a todo tipo de personas e irán sumando compañeros a su misión.",2016,Anime,3.9,323,Finalizado,4214,13,"Aventuras,Fantasía,",https://www3.animeflv.net/anime/seisen-cerberus-ryuukoku-no-fatalite,https://www3.animeflv.net/uploads/animes/covers/2436.jpg
Hundred,"La historia de acción y combates de ciencia ficción está protagonizada por los Hundred, las únicas armas que pueden enfrentarse a las misteriosas formas de vida llamadas Savage que atacan la Tierra. para convertirse en un Maestro de las Artes Militares entrenado en el uso de los Hundred, el protagonista, Hayato Kisaragi, se une a la ciudad-barco academia Little Garden. Allí se encuentra con una chica llamada Emil Crossford que afirma que estaba deseando verle y con quien compartirá cuarto, además de que parece que le conoce de alguna parte. Por si no tenía suficiente, recibe un reto de la “Reina”, la más poderosa estudiante, Claire Harvey.",2016,Anime,4.6,1243,Finalizado,14658,12,"Acción,Ciencia Ficción,Ecchi,Escolares,Harem,Mecha,Romance,",https://www3.animeflv.net/anime/hundred,https://www3.animeflv.net/uploads/animes/covers/2438.jpg
Bakuon!!,,2016,Anime,4.6,135,Finalizado,1188,12,"Comedia,Recuentos de la vida,Seinen,",https://www3.animeflv.net/anime/bakuon,https://www3.animeflv.net/uploads/animes/covers/2435.jpg
Joker Game,"La historia se desarrolla en 1937, en la Segunda Guerra Mundial. El teniente coronel Yuki del Ejército Imperial de Japón crea la “Agencia D”, un equipo de inteligencia bajo su mando y tutela. El Estado Mayor del Ejército asigna al teniente Sakuma la misión de observar el rendimiento de la unidad. La Agencia D despliega una amplia red para encontrar agentes más allá del personal del ejército japonés y Yuki establece principios que van en contra de las doctrinas del Ejército Imperial: “No mates, que no te maten, que no te capturen”. Así, Yuki entrena a un grupo de operativos que llevarán a cabo misiones contra fuerzas nacionales y extranjeras.",2016,Anime,4.7,202,Finalizado,1776,12,"Drama,Historico,Militar,",https://www3.animeflv.net/anime/joker-game,https://www3.animeflv.net/uploads/animes/covers/2440.jpg
Re:Zero kara Hajimeru Isekai Seikatsu,"En la historia, Subaru Natsuki es un estudiante corriente de instituto que se pierde en un mundo alternativo, donde una preciosa chica de pelo plateado lo rescata. Para devolverle el favor decide quedarse con ella, pero el destino con el que carga la muchacha es mucho más pesado de lo que Subaru puede imaginar. Los enemigos atacan sin descanso, uno tras otro, hasta que finalmente mueren tanto él como la chica. Es entonces cuando Subaru descubre que tiene el poder de dar marcha atrás en el tiempo y volver al inicio de la historia, al punto en el que llegó al mundo desconocido. El problema es que él es el único que recuerda lo ocurrido.
",2016,Anime,4.6,5572,Finalizado,32501,25,"Drama,Fantasía,Psicológico,Suspenso,",https://www3.animeflv.net/anime/rezero-kara-hajimeru-isekai-seikatsu,https://www3.animeflv.net/uploads/animes/covers/2433.jpg
Kaitou Joker 3rd Season,,2016,Anime,3.8,18,Finalizado,73,13,"Aventuras,Comedia,Misterio,Shounen,",https://www3.animeflv.net/anime/kaitou-joker-3rd-season,https://www3.animeflv.net/uploads/animes/covers/2434.jpg
12-sai.: Chicchana Mune no Tokimeki,"La historia comienza con Hanabi, una niña de sexto grado que no es ni una adulta ni una niña. Ella se ocupa de cuestiones tales como presenciar accidentalmente los besos de su maestra, y preocupándose por experimentar cambios fisiológicos antes de sus amigos. La serie representa preocupaciones inocentes de una niña de 12 años de edad, y el primer amor.",2016,Anime,4.6,211,Finalizado,2127,12,"Escolares,Romance,Shoujo,",https://www3.animeflv.net/anime/12-sai-chicchana-mune-no-tokimeki,https://www3.animeflv.net/uploads/animes/covers/2437.jpg
Kidou Senshi Gundam Unicorn RE:0096,"Han pasado 3 años desde la Segunda Guerra de Neo Zeon y en un acontecimiento sin precedentes, Syam Vist junto a su nieto Cardeas Vist y cabeza de la Fundación Vist planean entregar el objeto que encontró en las ruinas de Laplace a comienzos del Universal Century a los remanentes de Zeon, dicho objeto ahora es conocido como la Caja de Laplace. Si la Caja es puesta en manos de Zeon podría significar la caída del gobierno de la Federación. En medio de todo esto, la vida de un muchacho llamado Banagher Links cambiará para siempre cuando, en un encuentro confuso, cruce su camino con una joven llamada Audrey Burne y obligado por las circunstancias, se convierta en el piloto de la llave para abrir la caja, el Gundam Unicorn.",2016,Anime,4.6,64,Finalizado,327,22,"Acción,Ciencia Ficción,Drama,Espacial,Mecha,Militar,",https://www3.animeflv.net/anime/kidou-senshi-gundam-unicorn-re0096,https://www3.animeflv.net/uploads/animes/covers/2427.jpg
Kuma Miko,"La historia cómica está protagonizada por Machi Amayadori, una joven de 14 años que vive en una zona rural de Tohoku y cuyo mejor amigo de la infancia es Natsu… un oso que habla. Con la ayuda de su fiel amigo, Natsu intenta prepararse para su próxima vida en la ciudad.
",2016,Anime,4.4,158,Finalizado,1240,12,"Comedia,Recuentos de la vida,Seinen,",https://www3.animeflv.net/anime/kuma-miko,https://www3.animeflv.net/uploads/animes/covers/2432.jpg
Boku no Hero Academia,"Las personas no nacen igual. El protagonista de esta historia es uno de esos casos raros que nacen sin superpoderes, pero esto no le impedirá perseguir su sueño: ser un gran héroe como el legendario All-Might. Para convertirse en el héroe que quiere ser, se apuntará a una de las academias de héroes más prestigiosas del país: Yueiko. Con la ayuda de su ídolo, All-Might, ¿podrá convertirse en un verdadero héroe?
",2016,Anime,4.6,6521,Finalizado,73622,15,"Acción,Comedia,Escolares,Shounen,Superpoderes,",https://www3.animeflv.net/anime/boku-no-hero-academia-2016,https://www3.animeflv.net/uploads/animes/covers/2430.jpg
Pan de Peace!,"La serie está protagonizada por Minami, una chica un tanto cabezahueca que acaba de comenzar el instituto y que adora comer pan para desayunar. Las cosas horneadas son para ella la felicidad máxima, y entre sus compañeros están el confiable Yu, la pastelera Fuyumi y la independiente Noa.
",2016,Anime,4.3,61,Finalizado,359,13,"Comedia,Escolares,Recuentos de la vida,",https://www3.animeflv.net/anime/pan-de-peace,https://www3.animeflv.net/uploads/animes/covers/2431.jpg
Macross Δ,"Cinco chicas conformarán la “Unidad Táctica de Sonido” Walküre, el que será el primer gran grupo exclusivamente femenino de la franquicia. El grupo Walküre luchará contra el Var Syndrome que está consumiendo la galaxia, apareciendo también el misterioso equipo de Valquirias conocido como los Caballeros Aéreos del Reino del Viento.",2016,Anime,4.5,217,Finalizado,1449,26,"Acción,Ciencia Ficción,Espacial,Mecha,Militar,Música,Romance,",https://www3.animeflv.net/anime/macross-delta,https://www3.animeflv.net/uploads/animes/covers/2354.jpg
Ragnastrike Angels,La serie trata sobre chicas de un tamaño de 38 metros peleando.,2016,Anime,3.7,212,Proximamente,775,0,"Acción,",https://www3.animeflv.net/anime/ragnastrike-angels,https://www3.animeflv.net/uploads/animes/covers/2426.jpg
Endride,"La historia se desarrollará en Endra, un mundo desconocido bajo la superficie de la Tierra. Es un mundo completamente diferente en el que la gigante Adamas brilla en lo alto.
Shun Asanaga es un estudiante de secundaria corriente de quince años, pero muy positivo, y que vive en la “Tierra de arriba”. Ha descubierto un misterioso cristal en la compañía de investigación científicia de su padre, y cuando lo toca, se transporta a Endra.
Allí conoce al príncipe Emirio, que odia al Rey Deurzai y acaba de cumplir los 16 años. Tiene edad para ascender al trono y blande un arma para poder buscar venganza, pero la diferencia de fuerza entre él y el rey al que odia, es insuperable para él. Capturado y hecho prisionero por Deruzain, Emirio ha perdido la esperanza. En ese momento, los muros de la prisión se distorsiona y Shun aparece entre ellos.
Dos jóvenes que viven en Endra: uno que quiere volver a su antiguo mundo y uno que busca venganza.",2016,Anime,4.2,154,Finalizado,3109,24,"Aventuras,Fantasía,",https://www3.animeflv.net/anime/endride,https://www3.animeflv.net/uploads/animes/covers/2429.jpg
Jojo no Kimyou na Bouken: Diamond wa Kudakenai,"Han pasado 11 años desde la derrota de Dio, el archienemigo de los Joestar. En 1999, Jotaro Kujo fue hasta Morioh, en la ciudad S de la Prefectura M, en Japón, para encontrar el hijo secreto de su abuelo Joseph Joestar, Josuke Higashikata. Sin embargo, Josuke posee la misma habilidad que Jotaro: el Stand. Como si Jotaro los hubiera invocado, un nuevo grupo de usuarios de Stands comienza a actuar. Hay algo en esta ciudad... Josuke actuará para salvar Morioh, la ciudad en la que nació y creció.",2016,Anime,4.5,1878,Finalizado,8854,39,"Acción,Aventuras,Comedia,Drama,Shounen,Sobrenatural,",https://www3.animeflv.net/anime/jojo-no-kimyou-na-bouken-diamond-wa-kudakenai,https://www3.animeflv.net/uploads/animes/covers/2422.jpg
Terra Formars: Revenge,"Con la Tierra cada vez más sobrepoblada, se pone en marcha un plan para terraformar Marte usando moho y cucarachas. Cerca de 500 años después de lanzar el plan, una misión a Marte, es enviada para ver los resultados del proyecto y para descubrir más sobre el extraño virus marciano que asola la Tierra. Todos los partícipes de la misión han recibido ADN de varias formas de vida en la Tierra para defenderse en Marte, puesto que las cucarachas en 500 años han evolucionado hasta convertirse en criaturas humanoides gigantes conocidas como ""Terraformars"". ¡Llega la secuela de la serie que continúa con la historia!",2016,Anime,3.9,438,Finalizado,2082,13,"Acción,Ciencia Ficción,Drama,Espacial,Seinen,Terror,",https://www3.animeflv.net/anime/terra-formars-revenge,https://www3.animeflv.net/uploads/animes/covers/2423.jpg
Gakusen Toshi Asterisk 2nd Season,"Invertia, la catástrife astral que aniquiló muchas ciudades en el siglo XX, supuso también el nacimiento de una nueva raza de humanos con habilidades especiales: los Genestella. Al mismo tiempo, se encontró un elemento especial en el interior del meteoro, ""maná"", que ayudó a que la humanidad diera un salto tecnológico. En Rikka, la ciudad académica sobre el agua, el ""Asterisk"" como muchos la llaman, estudiantes de seis escuelas se preparan para un torneo que se celebra anualmente y que enfrenta a los mejores estudiantes. Ayato Amagiri, de la Academia Seidoukan, se enfrentará al reto acompañado de Julis, la Bruja de las Llamas Resplandecientes.",2016,Anime,4.7,1202,Finalizado,10510,12,"Ciencia Ficción,Comedia,Ecchi,Escolares,Fantasía,Harem,Romance,Sobrenatural,",https://www3.animeflv.net/anime/gakusen-toshi-asterisk-2nd-season,https://www3.animeflv.net/uploads/animes/covers/2425.jpg
"Gyakuten Saiban: Sono ""Shinjitsu,"" Igiari!","Franquicia de videojuegos perteneciente al género de la aventura conversacional y novela gráfica desarrollada por Capcom, conocida en Japón como Gyakuten Saiban, la cual tiene numerosos juegos, novelas y adaptaciones al manga, ademas de una película con actores reales e incluso ha sido adaptado a un musical. También ha participado en numerosos crossover.
Como letrado los esperan asesinatos, investigaciones y juicios a los que deberán enfrentar para descubrir la verdad.",2016,Anime,4.5,177,Finalizado,2184,24,"Comedia,Drama,Misterio,Policía,",https://www3.animeflv.net/anime/gyakuten-saiban-sono-shinjitsu-igiari,https://www3.animeflv.net/uploads/animes/covers/2424.jpg
Aggressive Retsuko,"Retsuko es una panda roja antropomórfica de 25 años, soltera, Sangre tipo “A”, quien trabaja en el departamento de contabilidad de una compañía comercial japonesa. Retsuko sufre la constante frustración cotidiana por sus avasalladores superiores y sus desagradables compañeros de trabajo. Por ello, desahoga sus emociones en el bar de karaoke todas las noches, donde canta death metal. Después de cinco años de rutina diaria de trabajo, la relación con sus compañeros de trabajo comienza a cambiar, lo que modificará su vida para mejor... o para peor.",2016,Anime,4.6,369,Finalizado,1662,11,"Comedia,Música,Recuentos de la vida,",https://www3.animeflv.net/anime/aggretsuko,https://www3.animeflv.net/uploads/animes/covers/3102.jpg
Uchuu Patrol Luluco,,2016,Anime,4.6,115,Finalizado,700,13,"Acción,Aventuras,Comedia,Espacial,",https://www3.animeflv.net/anime/uchuu-patrol-luluco,https://www3.animeflv.net/uploads/animes/covers/2418.jpg
Mayoiga,"Treinta jóvenes hombres y mujeres reunidos en un sospechoso autobús turístico. ¿Su destino? La elusiva y posiblemente imaginaria aldea de Nanakimura, un lugar del que se dice que en él se puede llevar una existencia utópica, libre de los obstáculos que impone el mundo… O eso dicen los rumores, la leyenda urbana.
“Desesperados por el mundo real… deseosos de escapar de su tediosa vida diaria… queriendo comenzar sus vidas de cero…”
El autobús se adentra en las montañas cargado con treinta personas, cada una de ellas con sus propias expectativas y sus propias heridas en el corazón…
Y así, el lugar al que llegan los treinta es una aldea deshabitada en la que se siente el tenue aroma de la vida, pese a su notable estado de abandono.
¿Cuál es la verdad que Nanakimura esconde a estas treinta personas?",2016,Anime,4.1,396,Finalizado,2549,12,"Drama,Misterio,Psicológico,Terror,",https://www3.animeflv.net/anime/mayoiga,https://www3.animeflv.net/uploads/animes/covers/2421.jpg
Ushio to Tora (TV) 2nd Season,Segunda temporada de Ushio to Tora,2016,Anime,4.8,525,Finalizado,2313,13,"Comedia,Demonios,Shounen,Sobrenatural,",https://www3.animeflv.net/anime/ushio-to-tora-tv-2nd-season,https://www3.animeflv.net/uploads/animes/covers/2420.jpg
Kagewani: Shou,,2016,Anime,4.0,51,Finalizado,365,13,"Misterio,Sobrenatural,Suspenso,Terror,",https://www3.animeflv.net/anime/kagewani-shou,https://www3.animeflv.net/uploads/animes/covers/2419.jpg
Brotherhood: Final Fantasy XV,,2016,OVA,4.5,107,Finalizado,1377,5,"Acción,",https://www3.animeflv.net/anime/brotherhood-final-fantasy-xv,https://www3.animeflv.net/uploads/animes/covers/2417.jpg
Bakuon!! Ova,Ova incluida en el séptimo volumen del manga.,2016,OVA,4.5,56,Finalizado,269,1,"Carreras,Deportes,Recuentos de la vida,Seinen,",https://www3.animeflv.net/anime/Bakuon-ova,https://www3.animeflv.net/uploads/animes/covers/2416.jpg
PriPara Movie: Mi~nna no Akogare♪ Let's Go☆Prix Paris,,2016,Película,4.1,22,Finalizado,96,1,"Escolares,Música,Recuentos de la vida,Shoujo,",https://www3.animeflv.net/anime/pripara-movie-mi-nna-no-akogare-lets-go-prix-paris,https://www3.animeflv.net/uploads/animes/covers/2619.jpg
Kanojo to Kanojo no Neko: Everything Flows,,2016,Anime,4.7,540,Finalizado,3788,4,"Psicológico,Recuentos de la vida,Romance,",https://www3.animeflv.net/anime/kanojo-to-kanojo-no-neko-everything-flows,https://www3.animeflv.net/uploads/animes/covers/2414.jpg
Shin Gekijouban Initial D: Legend 3 - Mugen,,2016,Película,4.6,76,Finalizado,371,3,"Carreras,Deportes,Seinen,",https://www3.animeflv.net/anime/shin-gekijouban-initial-d-legend-3-mugen,https://www3.animeflv.net/uploads/animes/covers/2616.jpg
"Kono Danshi, Mahou ga Oshigoto Desu.",,2016,Anime,4.3,187,Finalizado,1149,4,"Fantasía,Magia,Yaoi,",https://www3.animeflv.net/anime/kono-danshi-mahou-ga-oshigoto-desu,https://www3.animeflv.net/uploads/animes/covers/2412.jpg
Noblesse: Awakening,,2016,OVA,4.7,293,Finalizado,2571,1,"Acción,Escolares,Sobrenatural,Vampiros,",https://www3.animeflv.net/anime/noblesse-awakening,https://www3.animeflv.net/uploads/animes/covers/2411.jpg
